opera1,track_1,track_2,track_3,track_4,track_5,youtube_1,youtube_2,youtube_3,youtube_4,youtube_5,act_1,act_2,act_3,act_4,act_5
Les_(The_Pearl_Fishers)_Pêcheurs_de_perles1,Je crois entendre encore,Au fond du temple saint,Sur la greve en feu,Mais qui vient la,L'orage s'est calme,http://www.youtube.com/watch?v=I4DsToj4Ilk,http://www.youtube.com/watch?v=4tLrPVkfCIQ,http://www.youtube.com/watch?v=csgt5pktsto,http://www.youtube.com/watch?v=5G1GqJI_Tw0,http://www.youtube.com/watch?v=iRNf7bbcKhA,1.11,1.06,1.02,1.03-2 ,3.01-1 
Les_(The_Pearl_Fishers)_Pêcheurs_de_perles2,Je crois entendre encore,Au fond du temple saint,Sur la greve en feu,Mais qui vient la,L'orage s'est calme,http://www.youtube.com/watch?v=I4DsToj4Ilk,http://www.youtube.com/watch?v=4tLrPVkfCIQ,http://www.youtube.com/watch?v=csgt5pktsto,http://www.youtube.com/watch?v=5G1GqJI_Tw0,http://www.youtube.com/watch?v=iRNf7bbcKhA,1.11,1.06,1.02,1.03-2 ,3.01-1 
Les_(The_Pearl_Fishers)_Pêcheurs_de_perles3,Je crois entendre encore,Au fond du temple saint,Sur la greve en feu,Mais qui vient la,L'orage s'est calme,http://www.youtube.com/watch?v=I4DsToj4Ilk,http://www.youtube.com/watch?v=4tLrPVkfCIQ,http://www.youtube.com/watch?v=csgt5pktsto,http://www.youtube.com/watch?v=5G1GqJI_Tw0,http://www.youtube.com/watch?v=iRNf7bbcKhA,1.11,1.06,1.02,1.03-2 ,3.01-1 
Les_(The_Pearl_Fishers)_Pêcheurs_de_perles4,Je crois entendre encore,Au fond du temple saint,Sur la greve en feu,Mais qui vient la,L'orage s'est calme,http://www.youtube.com/watch?v=I4DsToj4Ilk,http://www.youtube.com/watch?v=4tLrPVkfCIQ,http://www.youtube.com/watch?v=csgt5pktsto,http://www.youtube.com/watch?v=5G1GqJI_Tw0,http://www.youtube.com/watch?v=iRNf7bbcKhA,1.11,1.06,1.02,1.03-2 ,3.01-1 
Les_(The_Pearl_Fishers)_Pêcheurs_de_perles5,Je crois entendre encore,Au fond du temple saint,Sur la greve en feu,Mais qui vient la,L'orage s'est calme,http://www.youtube.com/watch?v=I4DsToj4Ilk,http://www.youtube.com/watch?v=4tLrPVkfCIQ,http://www.youtube.com/watch?v=csgt5pktsto,http://www.youtube.com/watch?v=5G1GqJI_Tw0,http://www.youtube.com/watch?v=iRNf7bbcKhA,1.11,1.06,1.02,1.03-2 ,3.01-1 
Les_(The_Pearl_Fishers)_Pêcheurs_de_perles6,Je crois entendre encore,Au fond du temple saint,Sur la greve en feu,Mais qui vient la,L'orage s'est calme,http://www.youtube.com/watch?v=I4DsToj4Ilk,http://www.youtube.com/watch?v=4tLrPVkfCIQ,http://www.youtube.com/watch?v=csgt5pktsto,http://www.youtube.com/watch?v=5G1GqJI_Tw0,http://www.youtube.com/watch?v=iRNf7bbcKhA,1.11,1.06,1.02,1.03-2 ,3.01-1 
Les_(The_Pearl_Fishers)_Pêcheurs_de_perles7,Je crois entendre encore,Au fond du temple saint,Sur la greve en feu,Mais qui vient la,L'orage s'est calme,http://www.youtube.com/watch?v=I4DsToj4Ilk,http://www.youtube.com/watch?v=4tLrPVkfCIQ,http://www.youtube.com/watch?v=csgt5pktsto,http://www.youtube.com/watch?v=5G1GqJI_Tw0,http://www.youtube.com/watch?v=iRNf7bbcKhA,1.11,1.06,1.02,1.03-2 ,3.01-1 
Marnie1,Intoduction to Marie at the Met,I wanted to save you,Terry and Marnie,Marnie Overview,Liar suire,http://www.youtube.com/watch?v=zjT_sgkfWi8,http://www.youtube.com/watch?v=-w3_m3k0AWk,http://www.youtube.com/watch?v=T235gSHCpK0,http://www.youtube.com/watch?v=1mGKyw0SK_I,http://www.youtube.com/watch?v=33GoyMq-M4w, , , , , 
Marnie2,Intoduction to Marie at the Met,I wanted to save you,Terry and Marnie,Marnie Overview,Liar suire,http://www.youtube.com/watch?v=zjT_sgkfWi8,http://www.youtube.com/watch?v=-w3_m3k0AWk,http://www.youtube.com/watch?v=T235gSHCpK0,http://www.youtube.com/watch?v=1mGKyw0SK_I,http://www.youtube.com/watch?v=33GoyMq-M4w, , , , , 
Marnie3,Intoduction to Marie at the Met,I wanted to save you,Terry and Marnie,Marnie Overview,Liar suire,http://www.youtube.com/watch?v=zjT_sgkfWi8,http://www.youtube.com/watch?v=-w3_m3k0AWk,http://www.youtube.com/watch?v=T235gSHCpK0,http://www.youtube.com/watch?v=1mGKyw0SK_I,http://www.youtube.com/watch?v=33GoyMq-M4w, , , , , 
Marnie4,Intoduction to Marie at the Met,I wanted to save you,Terry and Marnie,Marnie Overview,Liar suire,http://www.youtube.com/watch?v=zjT_sgkfWi8,http://www.youtube.com/watch?v=-w3_m3k0AWk,http://www.youtube.com/watch?v=T235gSHCpK0,http://www.youtube.com/watch?v=1mGKyw0SK_I,http://www.youtube.com/watch?v=33GoyMq-M4w, , , , , 
Marnie5,Intoduction to Marie at the Met,I wanted to save you,Terry and Marnie,Marnie Overview,Liar suire,http://www.youtube.com/watch?v=zjT_sgkfWi8,http://www.youtube.com/watch?v=-w3_m3k0AWk,http://www.youtube.com/watch?v=T235gSHCpK0,http://www.youtube.com/watch?v=1mGKyw0SK_I,http://www.youtube.com/watch?v=33GoyMq-M4w, , , , , 
Marnie6,Intoduction to Marie at the Met,I wanted to save you,Terry and Marnie,Marnie Overview,Liar suire,http://www.youtube.com/watch?v=zjT_sgkfWi8,http://www.youtube.com/watch?v=-w3_m3k0AWk,http://www.youtube.com/watch?v=T235gSHCpK0,http://www.youtube.com/watch?v=1mGKyw0SK_I,http://www.youtube.com/watch?v=33GoyMq-M4w, , , , , 
Marnie7,Intoduction to Marie at the Met,I wanted to save you,Terry and Marnie,Marnie Overview,Liar suire,http://www.youtube.com/watch?v=zjT_sgkfWi8,http://www.youtube.com/watch?v=-w3_m3k0AWk,http://www.youtube.com/watch?v=T235gSHCpK0,http://www.youtube.com/watch?v=1mGKyw0SK_I,http://www.youtube.com/watch?v=33GoyMq-M4w, , , , , 
Mefistofele1,L'altra notte in fondo al mare,Giunto sul passo estremo,Dai campi dai prati,Ecco il mondo,Forma ideal purissima,http://www.youtube.com/watch?v=8da430cWbz0,http://www.youtube.com/watch?v=SOsdIk4dado,http://www.youtube.com/watch?v=XklBRTOSmcE,http://www.youtube.com/watch?v=WSyV3cjWLWY,http://www.youtube.com/watch?v=5T1qV6fZofo,3,4,1,2,4
Mefistofele2,L'altra notte in fondo al mare,Giunto sul passo estremo,Dai campi dai prati,Ecco il mondo,Forma ideal purissima,http://www.youtube.com/watch?v=8da430cWbz0,http://www.youtube.com/watch?v=SOsdIk4dado,http://www.youtube.com/watch?v=XklBRTOSmcE,http://www.youtube.com/watch?v=WSyV3cjWLWY,http://www.youtube.com/watch?v=5T1qV6fZofo,3,4,1,2,4
Mefistofele3,L'altra notte in fondo al mare,Giunto sul passo estremo,Dai campi dai prati,Ecco il mondo,Forma ideal purissima,http://www.youtube.com/watch?v=8da430cWbz0,http://www.youtube.com/watch?v=SOsdIk4dado,http://www.youtube.com/watch?v=XklBRTOSmcE,http://www.youtube.com/watch?v=WSyV3cjWLWY,http://www.youtube.com/watch?v=5T1qV6fZofo,3,4,1,2,4
Mefistofele4,L'altra notte in fondo al mare,Giunto sul passo estremo,Dai campi dai prati,Ecco il mondo,Forma ideal purissima,http://www.youtube.com/watch?v=8da430cWbz0,http://www.youtube.com/watch?v=SOsdIk4dado,http://www.youtube.com/watch?v=XklBRTOSmcE,http://www.youtube.com/watch?v=WSyV3cjWLWY,http://www.youtube.com/watch?v=5T1qV6fZofo,3,4,1,2,4
Mefistofele5,L'altra notte in fondo al mare,Giunto sul passo estremo,Dai campi dai prati,Ecco il mondo,Forma ideal purissima,http://www.youtube.com/watch?v=8da430cWbz0,http://www.youtube.com/watch?v=SOsdIk4dado,http://www.youtube.com/watch?v=XklBRTOSmcE,http://www.youtube.com/watch?v=WSyV3cjWLWY,http://www.youtube.com/watch?v=5T1qV6fZofo,3,4,1,2,4
Mefistofele6,L'altra notte in fondo al mare,Giunto sul passo estremo,Dai campi dai prati,Ecco il mondo,Forma ideal purissima,http://www.youtube.com/watch?v=8da430cWbz0,http://www.youtube.com/watch?v=SOsdIk4dado,http://www.youtube.com/watch?v=XklBRTOSmcE,http://www.youtube.com/watch?v=WSyV3cjWLWY,http://www.youtube.com/watch?v=5T1qV6fZofo,3,4,1,2,4
Mefistofele7,L'altra notte in fondo al mare,Giunto sul passo estremo,Dai campi dai prati,Ecco il mondo,Forma ideal purissima,http://www.youtube.com/watch?v=8da430cWbz0,http://www.youtube.com/watch?v=SOsdIk4dado,http://www.youtube.com/watch?v=XklBRTOSmcE,http://www.youtube.com/watch?v=WSyV3cjWLWY,http://www.youtube.com/watch?v=5T1qV6fZofo,3,4,1,2,4
Otello1,Ave Maria piena di grazia,Gia nella notte densa,Venga la morte,Fuoco di gioia,Una vela una vela,http://www.youtube.com/watch?v=BAwh4Yq0rpY,http://www.youtube.com/watch?v=DqThr6QjECo,http://www.youtube.com/watch?v=8wZeiCAIzFo,http://www.youtube.com/watch?v=8n9_CjKT9aI,http://www.youtube.com/watch?v=E4S8LW1siss,4.04,1.09-1 ,1.10-1 ,1.04,1.01
Otello2,Ave Maria piena di grazia,Gia nella notte densa,Venga la morte,Fuoco di gioia,Una vela una vela,http://www.youtube.com/watch?v=BAwh4Yq0rpY,http://www.youtube.com/watch?v=DqThr6QjECo,http://www.youtube.com/watch?v=8wZeiCAIzFo,http://www.youtube.com/watch?v=8n9_CjKT9aI,http://www.youtube.com/watch?v=E4S8LW1siss,4.04,1.09-1 ,1.10-1 ,1.04,1.01
Otello3,Ave Maria piena di grazia,Gia nella notte densa,Venga la morte,Fuoco di gioia,Una vela una vela,http://www.youtube.com/watch?v=BAwh4Yq0rpY,http://www.youtube.com/watch?v=DqThr6QjECo,http://www.youtube.com/watch?v=8wZeiCAIzFo,http://www.youtube.com/watch?v=8n9_CjKT9aI,http://www.youtube.com/watch?v=E4S8LW1siss,4.04,1.09-1 ,1.10-1 ,1.04,1.01
Otello4,Ave Maria piena di grazia,Gia nella notte densa,Venga la morte,Fuoco di gioia,Una vela una vela,http://www.youtube.com/watch?v=BAwh4Yq0rpY,http://www.youtube.com/watch?v=DqThr6QjECo,http://www.youtube.com/watch?v=8wZeiCAIzFo,http://www.youtube.com/watch?v=8n9_CjKT9aI,http://www.youtube.com/watch?v=E4S8LW1siss,4.04,1.09-1 ,1.10-1 ,1.04,1.01
Otello5,Ave Maria piena di grazia,Gia nella notte densa,Venga la morte,Fuoco di gioia,Una vela una vela,http://www.youtube.com/watch?v=BAwh4Yq0rpY,http://www.youtube.com/watch?v=DqThr6QjECo,http://www.youtube.com/watch?v=8wZeiCAIzFo,http://www.youtube.com/watch?v=8n9_CjKT9aI,http://www.youtube.com/watch?v=E4S8LW1siss,4.04,1.09-1 ,1.10-1 ,1.04,1.01
Otello6,Ave Maria piena di grazia,Gia nella notte densa,Venga la morte,Fuoco di gioia,Una vela una vela,http://www.youtube.com/watch?v=BAwh4Yq0rpY,http://www.youtube.com/watch?v=DqThr6QjECo,http://www.youtube.com/watch?v=8wZeiCAIzFo,http://www.youtube.com/watch?v=8n9_CjKT9aI,http://www.youtube.com/watch?v=E4S8LW1siss,4.04,1.09-1 ,1.10-1 ,1.04,1.01
Otello7,Ave Maria piena di grazia,Gia nella notte densa,Venga la morte,Fuoco di gioia,Una vela una vela,http://www.youtube.com/watch?v=BAwh4Yq0rpY,http://www.youtube.com/watch?v=DqThr6QjECo,http://www.youtube.com/watch?v=8wZeiCAIzFo,http://www.youtube.com/watch?v=8n9_CjKT9aI,http://www.youtube.com/watch?v=E4S8LW1siss,4.04,1.09-1 ,1.10-1 ,1.04,1.01
Pelléas_et_Mélisande1,Act III,Prelude,Introduction to Pelléas et Mélisande,Pelléas et Mélisande,Tower scene,http://www.youtube.com/watch?v=gbWydovn8oo,http://www.youtube.com/watch?v=_Dv3ZPDMRKU,http://www.youtube.com/watch?v=-Psp3P6petY,http://www.youtube.com/watch?v=fYl_xiolYuw,http://www.youtube.com/watch?v=EUnS720J2eo, , , , ,
Pelléas_et_Mélisande2,Act III,Prelude,Introduction to Pelléas et Mélisande,Pelléas et Mélisande,Tower scene,http://www.youtube.com/watch?v=gbWydovn8oo,http://www.youtube.com/watch?v=_Dv3ZPDMRKU,http://www.youtube.com/watch?v=-Psp3P6petY,http://www.youtube.com/watch?v=fYl_xiolYuw,http://www.youtube.com/watch?v=EUnS720J2eo, , , , ,
Pelléas_et_Mélisande3,Act III,Prelude,Introduction to Pelléas et Mélisande,Pelléas et Mélisande,Tower scene,http://www.youtube.com/watch?v=gbWydovn8oo,http://www.youtube.com/watch?v=_Dv3ZPDMRKU,http://www.youtube.com/watch?v=-Psp3P6petY,http://www.youtube.com/watch?v=fYl_xiolYuw,http://www.youtube.com/watch?v=EUnS720J2eo, , , , ,
Pelléas_et_Mélisande4,Act III,Prelude,Introduction to Pelléas et Mélisande,Pelléas et Mélisande,Tower scene,http://www.youtube.com/watch?v=gbWydovn8oo,http://www.youtube.com/watch?v=_Dv3ZPDMRKU,http://www.youtube.com/watch?v=-Psp3P6petY,http://www.youtube.com/watch?v=fYl_xiolYuw,http://www.youtube.com/watch?v=EUnS720J2eo, , , , ,
Pelléas_et_Mélisande5,Act III,Prelude,Introduction to Pelléas et Mélisande,Pelléas et Mélisande,Tower scene,http://www.youtube.com/watch?v=gbWydovn8oo,http://www.youtube.com/watch?v=_Dv3ZPDMRKU,http://www.youtube.com/watch?v=-Psp3P6petY,http://www.youtube.com/watch?v=fYl_xiolYuw,http://www.youtube.com/watch?v=EUnS720J2eo, , , , ,
Rigoletto1,Questa o quella,La donna e mobile,Bella figlia dell'amore,Gualtier malde..,Duca Duca?,http://www.youtube.com/watch?v=NWwg_VtrTdg,http://www.youtube.com/watch?v=8A3zetSuYRg,http://www.youtube.com/watch?v=l6S_kx0gDzc,http://www.youtube.com/watch?v=YuEDaTysGF8,http://www.youtube.com/watch?v=PjUCK8rdwjY,1.03,4.02,4.04,2.08-1 ,3.02-1 
Rigoletto10,Questa o quella,La donna e mobile,Bella figlia dell'amore,Gualtier malde..,Duca Duca?,http://www.youtube.com/watch?v=NWwg_VtrTdg,http://www.youtube.com/watch?v=8A3zetSuYRg,http://www.youtube.com/watch?v=l6S_kx0gDzc,http://www.youtube.com/watch?v=YuEDaTysGF8,http://www.youtube.com/watch?v=PjUCK8rdwjY,1.03,4.02,4.04,2.08-1 ,3.02-1 
Rigoletto11,Questa o quella,La donna e mobile,Bella figlia dell'amore,Gualtier malde..,Duca Duca?,http://www.youtube.com/watch?v=NWwg_VtrTdg,http://www.youtube.com/watch?v=8A3zetSuYRg,http://www.youtube.com/watch?v=l6S_kx0gDzc,http://www.youtube.com/watch?v=YuEDaTysGF8,http://www.youtube.com/watch?v=PjUCK8rdwjY,1.03,4.02,4.04,2.08-1 ,3.02-1 
Rigoletto12,Questa o quella,La donna e mobile,Bella figlia dell'amore,Gualtier malde..,Duca Duca?,http://www.youtube.com/watch?v=NWwg_VtrTdg,http://www.youtube.com/watch?v=8A3zetSuYRg,http://www.youtube.com/watch?v=l6S_kx0gDzc,http://www.youtube.com/watch?v=YuEDaTysGF8,http://www.youtube.com/watch?v=PjUCK8rdwjY,1.03,4.02,4.04,2.08-1 ,3.02-1 
Rigoletto13,Questa o quella,La donna e mobile,Bella figlia dell'amore,Gualtier malde..,Duca Duca?,http://www.youtube.com/watch?v=NWwg_VtrTdg,http://www.youtube.com/watch?v=8A3zetSuYRg,http://www.youtube.com/watch?v=l6S_kx0gDzc,http://www.youtube.com/watch?v=YuEDaTysGF8,http://www.youtube.com/watch?v=PjUCK8rdwjY,1.03,4.02,4.04,2.08-1 ,3.02-1 
Rigoletto2,Questa o quella,La donna e mobile,Bella figlia dell'amore,Gualtier malde..,Duca Duca?,http://www.youtube.com/watch?v=NWwg_VtrTdg,http://www.youtube.com/watch?v=8A3zetSuYRg,http://www.youtube.com/watch?v=l6S_kx0gDzc,http://www.youtube.com/watch?v=YuEDaTysGF8,http://www.youtube.com/watch?v=PjUCK8rdwjY,1.03,4.02,4.04,2.08-1 ,3.02-1 
Rigoletto3,Questa o quella,La donna e mobile,Bella figlia dell'amore,Gualtier malde..,Duca Duca?,http://www.youtube.com/watch?v=NWwg_VtrTdg,http://www.youtube.com/watch?v=8A3zetSuYRg,http://www.youtube.com/watch?v=l6S_kx0gDzc,http://www.youtube.com/watch?v=YuEDaTysGF8,http://www.youtube.com/watch?v=PjUCK8rdwjY,1.03,4.02,4.04,2.08-1 ,3.02-1 
Rigoletto4,Questa o quella,La donna e mobile,Bella figlia dell'amore,Gualtier malde..,Duca Duca?,http://www.youtube.com/watch?v=NWwg_VtrTdg,http://www.youtube.com/watch?v=8A3zetSuYRg,http://www.youtube.com/watch?v=l6S_kx0gDzc,http://www.youtube.com/watch?v=YuEDaTysGF8,http://www.youtube.com/watch?v=PjUCK8rdwjY,1.03,4.02,4.04,2.08-1 ,3.02-1 
Rigoletto5,Questa o quella,La donna e mobile,Bella figlia dell'amore,Gualtier malde..,Duca Duca?,http://www.youtube.com/watch?v=NWwg_VtrTdg,http://www.youtube.com/watch?v=8A3zetSuYRg,http://www.youtube.com/watch?v=l6S_kx0gDzc,http://www.youtube.com/watch?v=YuEDaTysGF8,http://www.youtube.com/watch?v=PjUCK8rdwjY,1.03,4.02,4.04,2.08-1 ,3.02-1 
Rigoletto6,Questa o quella,La donna e mobile,Bella figlia dell'amore,Gualtier malde..,Duca Duca?,http://www.youtube.com/watch?v=NWwg_VtrTdg,http://www.youtube.com/watch?v=8A3zetSuYRg,http://www.youtube.com/watch?v=l6S_kx0gDzc,http://www.youtube.com/watch?v=YuEDaTysGF8,http://www.youtube.com/watch?v=PjUCK8rdwjY,1.03,4.02,4.04,2.08-1 ,3.02-1 
Rigoletto7,Questa o quella,La donna e mobile,Bella figlia dell'amore,Gualtier malde..,Duca Duca?,http://www.youtube.com/watch?v=NWwg_VtrTdg,http://www.youtube.com/watch?v=8A3zetSuYRg,http://www.youtube.com/watch?v=l6S_kx0gDzc,http://www.youtube.com/watch?v=YuEDaTysGF8,http://www.youtube.com/watch?v=PjUCK8rdwjY,1.03,4.02,4.04,2.08-1 ,3.02-1 
Rigoletto8,Questa o quella,La donna e mobile,Bella figlia dell'amore,Gualtier malde..,Duca Duca?,http://www.youtube.com/watch?v=NWwg_VtrTdg,http://www.youtube.com/watch?v=8A3zetSuYRg,http://www.youtube.com/watch?v=l6S_kx0gDzc,http://www.youtube.com/watch?v=YuEDaTysGF8,http://www.youtube.com/watch?v=PjUCK8rdwjY,1.03,4.02,4.04,2.08-1 ,3.02-1 
Rigoletto9,Questa o quella,La donna e mobile,Bella figlia dell'amore,Gualtier malde..,Duca Duca?,http://www.youtube.com/watch?v=NWwg_VtrTdg,http://www.youtube.com/watch?v=8A3zetSuYRg,http://www.youtube.com/watch?v=l6S_kx0gDzc,http://www.youtube.com/watch?v=YuEDaTysGF8,http://www.youtube.com/watch?v=PjUCK8rdwjY,1.03,4.02,4.04,2.08-1 ,3.02-1 
Samson_et_Dalila1,Mon coeur s'ouvre a ta voix,Bacchanale,Printemps qui commence,Amour viens aider ma faiblesse,Arretez o mes freres,http://www.youtube.com/watch?v=9piRiiZ0C4Q,http://www.youtube.com/watch?v=QbkCfxnoY4A,http://www.youtube.com/watch?v=xBl7KEgicXM,http://www.youtube.com/watch?v=Rp8-a4OLZ74,http://www.youtube.com/watch?v=eKnPRO7Rt8Q,2,,1,2,1
Samson_et_Dalila10,Mon coeur s'ouvre a ta voix,Bacchanale,Printemps qui commence,Amour viens aider ma faiblesse,Arretez o mes freres,http://www.youtube.com/watch?v=9piRiiZ0C4Q,http://www.youtube.com/watch?v=QbkCfxnoY4A,http://www.youtube.com/watch?v=xBl7KEgicXM,http://www.youtube.com/watch?v=Rp8-a4OLZ74,http://www.youtube.com/watch?v=eKnPRO7Rt8Q,2,,1,2,1
Samson_et_Dalila11,Mon coeur s'ouvre a ta voix,Bacchanale,Printemps qui commence,Amour viens aider ma faiblesse,Arretez o mes freres,http://www.youtube.com/watch?v=9piRiiZ0C4Q,http://www.youtube.com/watch?v=QbkCfxnoY4A,http://www.youtube.com/watch?v=xBl7KEgicXM,http://www.youtube.com/watch?v=Rp8-a4OLZ74,http://www.youtube.com/watch?v=eKnPRO7Rt8Q,2,,1,2,1
Samson_et_Dalila12,Mon coeur s'ouvre a ta voix,Bacchanale,Printemps qui commence,Amour viens aider ma faiblesse,Arretez o mes freres,http://www.youtube.com/watch?v=9piRiiZ0C4Q,http://www.youtube.com/watch?v=QbkCfxnoY4A,http://www.youtube.com/watch?v=xBl7KEgicXM,http://www.youtube.com/watch?v=Rp8-a4OLZ74,http://www.youtube.com/watch?v=eKnPRO7Rt8Q,2,,1,2,1
Samson_et_Dalila13,Mon coeur s'ouvre a ta voix,Bacchanale,Printemps qui commence,Amour viens aider ma faiblesse,Arretez o mes freres,http://www.youtube.com/watch?v=9piRiiZ0C4Q,http://www.youtube.com/watch?v=QbkCfxnoY4A,http://www.youtube.com/watch?v=xBl7KEgicXM,http://www.youtube.com/watch?v=Rp8-a4OLZ74,http://www.youtube.com/watch?v=eKnPRO7Rt8Q,2,,1,2,1
Samson_et_Dalila2,Mon coeur s'ouvre a ta voix,Bacchanale,Printemps qui commence,Amour viens aider ma faiblesse,Arretez o mes freres,http://www.youtube.com/watch?v=9piRiiZ0C4Q,http://www.youtube.com/watch?v=QbkCfxnoY4A,http://www.youtube.com/watch?v=xBl7KEgicXM,http://www.youtube.com/watch?v=Rp8-a4OLZ74,http://www.youtube.com/watch?v=eKnPRO7Rt8Q,2,,1,2,1
Samson_et_Dalila3,Mon coeur s'ouvre a ta voix,Bacchanale,Printemps qui commence,Amour viens aider ma faiblesse,Arretez o mes freres,http://www.youtube.com/watch?v=9piRiiZ0C4Q,http://www.youtube.com/watch?v=QbkCfxnoY4A,http://www.youtube.com/watch?v=xBl7KEgicXM,http://www.youtube.com/watch?v=Rp8-a4OLZ74,http://www.youtube.com/watch?v=eKnPRO7Rt8Q,2,,1,2,1
Samson_et_Dalila4,Mon coeur s'ouvre a ta voix,Bacchanale,Printemps qui commence,Amour viens aider ma faiblesse,Arretez o mes freres,http://www.youtube.com/watch?v=9piRiiZ0C4Q,http://www.youtube.com/watch?v=QbkCfxnoY4A,http://www.youtube.com/watch?v=xBl7KEgicXM,http://www.youtube.com/watch?v=Rp8-a4OLZ74,http://www.youtube.com/watch?v=eKnPRO7Rt8Q,2,,1,2,1
Samson_et_Dalila5,Mon coeur s'ouvre a ta voix,Bacchanale,Printemps qui commence,Amour viens aider ma faiblesse,Arretez o mes freres,http://www.youtube.com/watch?v=9piRiiZ0C4Q,http://www.youtube.com/watch?v=QbkCfxnoY4A,http://www.youtube.com/watch?v=xBl7KEgicXM,http://www.youtube.com/watch?v=Rp8-a4OLZ74,http://www.youtube.com/watch?v=eKnPRO7Rt8Q,2,,1,2,1
Samson_et_Dalila6,Mon coeur s'ouvre a ta voix,Bacchanale,Printemps qui commence,Amour viens aider ma faiblesse,Arretez o mes freres,http://www.youtube.com/watch?v=9piRiiZ0C4Q,http://www.youtube.com/watch?v=QbkCfxnoY4A,http://www.youtube.com/watch?v=xBl7KEgicXM,http://www.youtube.com/watch?v=Rp8-a4OLZ74,http://www.youtube.com/watch?v=eKnPRO7Rt8Q,2,,1,2,1
Samson_et_Dalila7,Mon coeur s'ouvre a ta voix,Bacchanale,Printemps qui commence,Amour viens aider ma faiblesse,Arretez o mes freres,http://www.youtube.com/watch?v=9piRiiZ0C4Q,http://www.youtube.com/watch?v=QbkCfxnoY4A,http://www.youtube.com/watch?v=xBl7KEgicXM,http://www.youtube.com/watch?v=Rp8-a4OLZ74,http://www.youtube.com/watch?v=eKnPRO7Rt8Q,2,,1,2,1
Samson_et_Dalila8,Mon coeur s'ouvre a ta voix,Bacchanale,Printemps qui commence,Amour viens aider ma faiblesse,Arretez o mes freres,http://www.youtube.com/watch?v=9piRiiZ0C4Q,http://www.youtube.com/watch?v=QbkCfxnoY4A,http://www.youtube.com/watch?v=xBl7KEgicXM,http://www.youtube.com/watch?v=Rp8-a4OLZ74,http://www.youtube.com/watch?v=eKnPRO7Rt8Q,2,,1,2,1
Samson_et_Dalila9,Mon coeur s'ouvre a ta voix,Bacchanale,Printemps qui commence,Amour viens aider ma faiblesse,Arretez o mes freres,http://www.youtube.com/watch?v=9piRiiZ0C4Q,http://www.youtube.com/watch?v=QbkCfxnoY4A,http://www.youtube.com/watch?v=xBl7KEgicXM,http://www.youtube.com/watch?v=Rp8-a4OLZ74,http://www.youtube.com/watch?v=eKnPRO7Rt8Q,2,,1,2,1
Siegfried1,Brunnhildes Erwachen,Heil dir Sonne,Ewig war ich,Overture,Waldweben,http://www.youtube.com/watch?v=HJnDoKOjKLE,http://www.youtube.com/watch?v=HJnDoKOjKLE,http://www.youtube.com/watch?v=hXsqx0rUZuY,http://www.youtube.com/watch?v=891JUSQplzU,http://www.youtube.com/watch?v=yoDpTYDxvq8,,3,3.03,1.01,
Siegfried2,Brunnhildes Erwachen,Heil dir Sonne,Ewig war ich,Overture,Waldweben,http://www.youtube.com/watch?v=HJnDoKOjKLE,http://www.youtube.com/watch?v=HJnDoKOjKLE,http://www.youtube.com/watch?v=hXsqx0rUZuY,http://www.youtube.com/watch?v=891JUSQplzU,http://www.youtube.com/watch?v=yoDpTYDxvq8,,3,3.03,1.01,
Suor_Angelica1,Senza mamma o bimbo tu sei morto,O mio babbino caro,Avete torto,Il tabarro,Finale,http://www.youtube.com/watch?v=_KrTQmHKzcw,http://www.youtube.com/watch?v=ZRuYQ9KRJms,http://www.youtube.com/watch?v=WrnCItYsF3Y,http://www.youtube.com/watch?v=ldq1AvNhhE8&t=411s,http://www.youtube.com/watch?v=YhnT7NdUb48,1,3,3, , 
Suor_Angelica2,Senza mamma o bimbo tu sei morto,O mio babbino caro,Avete torto,Il tabarro,Finale,http://www.youtube.com/watch?v=_KrTQmHKzcw,http://www.youtube.com/watch?v=ZRuYQ9KRJms,http://www.youtube.com/watch?v=WrnCItYsF3Y,http://www.youtube.com/watch?v=ldq1AvNhhE8&t=411s,http://www.youtube.com/watch?v=YhnT7NdUb48,1,3,3, , 
Suor_Angelica3,Senza mamma o bimbo tu sei morto,O mio babbino caro,Avete torto,Il tabarro,Finale,http://www.youtube.com/watch?v=_KrTQmHKzcw,http://www.youtube.com/watch?v=ZRuYQ9KRJms,http://www.youtube.com/watch?v=WrnCItYsF3Y,http://www.youtube.com/watch?v=ldq1AvNhhE8&t=411s,http://www.youtube.com/watch?v=YhnT7NdUb48,1,3,3, , 
Suor_Angelica4,Senza mamma o bimbo tu sei morto,O mio babbino caro,Avete torto,Il tabarro,Finale,http://www.youtube.com/watch?v=_KrTQmHKzcw,http://www.youtube.com/watch?v=ZRuYQ9KRJms,http://www.youtube.com/watch?v=WrnCItYsF3Y,http://www.youtube.com/watch?v=ldq1AvNhhE8&t=411s,http://www.youtube.com/watch?v=YhnT7NdUb48,1,3,3, , 
Suor_Angelica5,Senza mamma o bimbo tu sei morto,O mio babbino caro,Avete torto,Il tabarro,Finale,http://www.youtube.com/watch?v=_KrTQmHKzcw,http://www.youtube.com/watch?v=ZRuYQ9KRJms,http://www.youtube.com/watch?v=WrnCItYsF3Y,http://www.youtube.com/watch?v=ldq1AvNhhE8&t=411s,http://www.youtube.com/watch?v=YhnT7NdUb48,1,3,3, , 
